SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
SOUTHBANK,EQ,10.95,10.95,10.6,10.65,10.6,10.9,4042939,43312687.65,30-JAN-2020,3763,INE683A01023,
SREINFRA,Y9,875,875,875,875,875,875,100,87500,31-JAN-2020,3,INE872A07UJ0,
SOBHA,EQ,443.4,443.4,438.15,442,441.75,440.25,102153,44979973.8,29-JAN-2020,3010,INE671H01015,
SOUTHWEST,EQ,19.2,19.2,16.6,18.4,18.4,19.3,27135,471885.15,30-JAN-2020,61,INE980Y01015,
SREINFRA,YH,949.9,949.9,949.9,949.9,949.9,958.99,30,28497,31-JAN-2020,3,INE872A07UO0,
SOFTTECH,SM,61.85,61.9,61.85,61.85,61.9,61.45,4800,296960,29-JAN-2020,3,INE728Z01015,
SPAL,EQ,212.1,213.75,207,210.4,212,214.65,69105,14657582.85,30-JAN-2020,2757,INE212I01016,
SREINFRA,YK,791.8,791.8,775,775,775,795,100,78686,31-JAN-2020,3,INE872A07UR3,
SOLARA,EQ,431,454,430.3,445.95,445.5,436.05,23064,10297188.65,29-JAN-2020,1193,INE624Z01016,
SPANDANA,EQ,1030,1040,1015.95,1020.9,1020,1034.2,24760,25485599.55,30-JAN-2020,1690,INE572J01011,
SRF,EQ,3816,3861,3772,3784.05,3776,3802.25,314532,1201965666.95,31-JAN-2020,21987,INE647A01010,
SOLARINDS,EQ,1244.95,1280,1217.55,1272.85,1276,1223.4,107292,136097466.55,29-JAN-2020,2264,INE343H01029,
SPARC,EQ,201.65,207.9,197.5,203.6,202,201.35,1584797,322888963.6,30-JAN-2020,24077,INE232I01014,
SRHHYPOLTD,EQ,113.2,114,109,110.6,110.35,113.15,1436,160263.05,31-JAN-2020,50,INE917H01012,
SOMANYCERA,EQ,213.7,215.9,209.45,210,210.3,210.8,96465,20306629.35,29-JAN-2020,1315,INE355A01028,
SPCENET,BE,1.15,1.15,1.1,1.1,1.1,1.15,300,335,30-JAN-2020,3,INE970N01027,
SRIPIPES,EQ,206.6,207,195.25,197.1,198.3,205.55,152485,30549608,31-JAN-2020,3829,INE943C01027,
SOMATEX,EQ,3.2,3.35,3.2,3.35,3.35,3.35,1750,5675,29-JAN-2020,9,INE314C01013,
SPECIALITY,EQ,66.45,66.6,62.85,63.5,64.1,65.9,104983,6726986.6,30-JAN-2020,1036,INE247M01014,
SRTRANSFIN,EQ,1023.4,1054.95,1016.65,1020.55,1019.1,1043.65,1983266,2049167740.85,31-JAN-2020,57192,INE721A01013,
SOMICONVEY,EQ,15.9,15.9,14.8,15.45,15.45,15.8,255,3918.05,29-JAN-2020,35,INE323J01019,
SPENCERS,EQ,91.5,91.75,85,85.8,85.7,91.05,1077214,94413851.7,30-JAN-2020,10910,INE020801028,
SRTRANSFIN,Y9,1064,1064,1058.5,1063.89,1063.89,1065,1137,1208673.5,31-JAN-2020,20,INE721A07HJ6,
SONAHISONA,SM,15.15,15.9,14,15.3,14,15,70000,1062500,29-JAN-2020,6,INE06MH01016,
SPENTEX,BE,0.3,0.35,0.25,0.3,0.3,0.3,172373,44992.7,30-JAN-2020,44,INE376C01020,
SRTRANSFIN,YB,1021,1021,1021,1021,1021,1020,740,755540,31-JAN-2020,14,INE721A07HL2,
SONAMCLOCK,SM,37.8,37.8,37.8,37.8,37.8,37.7,30000,1134000,29-JAN-2020,2,INE00LM01011,
SPIC,EQ,21.9,22.75,21.3,21.4,21.5,22,44379,973601.25,30-JAN-2020,381,INE147A01011,
SRTRANSFIN,YH,998.99,998.99,975.35,998.8,998.8,991.03,55,54741.55,31-JAN-2020,6,INE721A07NT3,
SONATSOFTW,EQ,350.6,354,346.1,350.2,350.15,350.6,85825,30035710.3,29-JAN-2020,3335,INE269A01021,
SPICEJET,EQ,99.4,99.45,96.05,96.65,96.75,98.9,1119440,108555488.4,30-JAN-2020,12482,INE285B01017,
SRTRANSFIN,YI,999.95,999.95,999.95,999.95,999.95,999.95,25,24998.75,31-JAN-2020,1,INE721A07NU1,
SORILINFRA,EQ,127.45,127.45,117.9,119.2,119.1,122.15,60560,7370311.1,29-JAN-2020,1278,INE034H01016,
SPLIL,EQ,33.35,36.5,33.1,33.95,34,33.6,82500,2876452.05,30-JAN-2020,835,INE978G01016,
SRTRANSFIN,YJ,1027,1027,1027,1027,1027,1033.99,75,77025,31-JAN-2020,2,INE721A07NV9,
SOTL,EQ,888.85,892,877.65,881,880.2,877.15,397,351537.45,29-JAN-2020,203,INE035D01012,
SPMLINFRA,EQ,12.7,12.75,11.9,12.4,12.45,12.4,36053,447415.35,30-JAN-2020,139,INE937A01023,
SRTRANSFIN,YK,1030,1040,1030,1040,1040,1030.01,70,72350,31-JAN-2020,2,INE721A07NW7,
SOUTHBANK,EQ,10.9,11.05,10.85,10.9,10.95,10.85,2858340,31285342.45,29-JAN-2020,3110,INE683A01023,
SPTL,BE,1.15,1.15,1.05,1.1,1.1,1.1,787944,860608.2,30-JAN-2020,347,INE501W01021,
SRTRANSFIN,YL,1048,1048,1035,1035,1035,1023.33,35,36550,31-JAN-2020,2,INE721A07NX5,
SOUTHWEST,EQ,18.9,19.5,18.9,19.3,19.5,19,39917,759776.45,29-JAN-2020,157,INE980Y01015,
SPYL,BE,0.3,0.3,0.25,0.3,0.3,0.3,26597,6789.65,30-JAN-2020,32,INE268L01020,
SRTRANSFIN,YM,1137.3,1137.3,1135,1136.11,1137,1137.3,69,78410.5,31-JAN-2020,7,INE721A07NY3,
SPAL,EQ,215.05,218.2,213.95,214.65,215,214.35,26421,5688392.6,29-JAN-2020,714,INE212I01016,
SREEL,EQ,177.05,181.4,177,177.7,177.55,180.35,3625,649113.55,30-JAN-2020,84,INE099F01013,
SRTRANSFIN,YN,1140.65,1142,1140.65,1141.99,1141.99,1140,65,74196.1,31-JAN-2020,4,INE721A07NZ0,
SPANDANA,EQ,1090,1130,1005,1034.2,1024,1093.7,178730,186022679.9,29-JAN-2020,13464,INE572J01011,
SREIBNPNCD,N9,950,950,855.1,950,950,910,103,97660.2,30-JAN-2020,4,INE881J07DX9,
SRTRANSFIN,YO,999.95,1000,999.95,1000,1000,999.95,40,39998.75,31-JAN-2020,3,INE721A07OB9,
SPARC,EQ,201.9,204.4,196.4,201.35,201.5,200.7,945289,190215007,29-JAN-2020,12275,INE232I01014,
SREIBNPNCD,NL,850.08,900,850.08,900,900,850,106,95034.28,30-JAN-2020,7,INE881J07EN8,
SRTRANSFIN,YP,999.95,999.95,999.95,999.95,999.95,999.95,25,24998.75,31-JAN-2020,1,INE721A07OC7,
SPECIALITY,EQ,63.45,66.4,63.25,65.9,66,62.9,235230,15421166.35,29-JAN-2020,2374,INE247M01014,
SREIBNPNCD,NP,815,851,815,851,851,830,23,19213,30-JAN-2020,3,INE881J08581,
SRTRANSFIN,YQ,1013.98,1015.7,1000.05,1001.27,1000.25,1006.86,470,472331.45,31-JAN-2020,14,INE721A07OD5,
SPENCERS,EQ,90.5,93.8,90.1,91.05,91,89.45,1207793,111176921.9,29-JAN-2020,10349,INE020801028,
SREIBNPNCD,NU,701.1,701.1,701,701,701,857.25,100,70107,30-JAN-2020,2,INE881J08631,
SRTRANSFIN,YR,1023.3,1023.3,1023.3,1023.3,1023.3,1018.3,25,25582.5,31-JAN-2020,3,INE721A07OE3,
SPENTEX,BE,0.35,0.35,0.3,0.3,0.3,0.35,33218,10124.65,29-JAN-2020,42,INE376C01020,
SREINFRA,EQ,10.4,10.4,9.4,9.55,9.6,10.15,768352,7523975.6,30-JAN-2020,1149,INE872A01014,
SRTRANSFIN,YS,1023.8,1023.8,1020,1020,1020,1020,425,433595,31-JAN-2020,5,INE721A07OF0,
SPIC,EQ,22.55,22.55,21.9,22,22,22.4,36760,811043.6,29-JAN-2020,202,INE147A01011,
SREINFRA,NZ,950,950,931,931,931,948,70,66120,30-JAN-2020,2,INE872A07UA9,
SRTRANSFIN,YT,1113.8,1113.8,1105,1105,0.0,1042.4,85,94395,31-JAN-2020,3,INE721A07OG8,
SPICEJET,EQ,100.15,100.75,98.7,98.9,98.7,99.8,747069,74230050.45,29-JAN-2020,6662,INE285B01017,
SREINFRA,Y7,1270,1282,1200,1280,1280,1278,290,360100,30-JAN-2020,8,INE872A07UH4,
SRTRANSFIN,YU,1112,1115.05,1112,1115.05,1115.05,1111.99,25,27845.75,31-JAN-2020,2,INE721A07OH6,
SPLIL,EQ,32.85,34.4,32.85,33.6,33.35,33.3,13095,441628.25,29-JAN-2020,178,INE978G01016,
SREINFRA,Y8,867,867,867,867,867,867,30,26010,30-JAN-2020,2,INE872A07UI2,
SRTRANSFIN,YV,999.95,999.95,990,990,990,999.95,125,124061.2,31-JAN-2020,6,INE721A07OM6,
SPMLINFRA,EQ,12.1,12.8,12.1,12.4,12.45,12.5,44863,559022.75,29-JAN-2020,173,INE937A01023,
SREINFRA,Y9,847.8,875,847.8,875,875,847.8,225,193079.3,30-JAN-2020,9,INE872A07UJ0,
SRTRANSFIN,YW,1000,1000,999.95,999.95,999.95,999.95,35,34998.75,31-JAN-2020,2,INE721A07ON4,
SPTL,BE,1.05,1.15,1.05,1.1,1.15,1.1,804938,906302.5,29-JAN-2020,347,INE501W01021,
SRF,EQ,3769.5,3824,3741.75,3802.25,3816,3766.3,153634,579946479.7,30-JAN-2020,8404,INE647A01010,
SRTRANSFIN,YX,978,981.55,971.51,981.55,981.55,977.95,34,33073.87,31-JAN-2020,7,INE721A07OO2,
SPYL,BE,0.25,0.3,0.25,0.3,0.3,0.25,60154,16105.25,29-JAN-2020,34,INE268L01020,
SRHHYPOLTD,EQ,118,118,108.6,113.15,115,119.35,3311,375086.95,30-JAN-2020,125,INE917H01012,
SRTRANSFIN,Z1,1089.2,1089.2,1089.2,1089.2,1089.2,1083,25,27230,31-JAN-2020,1,INE721A07OR5,
SREEL,EQ,179.9,183,176.55,180.35,183,177.65,5432,974117.5,29-JAN-2020,386,INE099F01013,
SRIPIPES,EQ,204,212.1,203.05,205.55,205.4,199.7,1173380,243579209.75,30-JAN-2020,16723,INE943C01027,
SRTRANSFIN,Z3,999.95,999.95,920,990,990,999.95,325,310973.75,31-JAN-2020,6,INE721A07OY1,
SREIBNPNCD,NJ,861,861,861,861,861,861,149,128289,29-JAN-2020,2,INE881J07EL2,
SRTRANSFIN,EQ,1107,1108.35,1030.05,1043.65,1043.5,1107.25,1760242,1861512663.8,30-JAN-2020,64259,INE721A01013,
SRTRANSFIN,Z4,999.95,999.95,999.95,999.95,999.95,999.95,25,24998.75,31-JAN-2020,1,INE721A07OZ8,
SREIBNPNCD,NP,830,830,830,830,830,801,110,91300,29-JAN-2020,3,INE881J08581,
SRTRANSFIN,Y3,1100,1100,1100,1100,1100,1090,39,42900,30-JAN-2020,1,INE721A07GT7,
SRTRANSFIN,Z6,1038,1038,1036.15,1036.15,1036.15,1036.15,125,129703.75,31-JAN-2020,4,INE721A07PB6,
SREIBNPNCD,NR,786.8,786.8,786.8,786.8,786.8,767.8,39,30685.2,29-JAN-2020,3,INE881J08607,
SRTRANSFIN,Y6,2030,2030,2030,2030,2030,2027,1,2030,30-JAN-2020,1,INE721A07GW1,
SRTRANSFIN,ZA,1037,1037,1037,1037,1037,1037,25,25925,31-JAN-2020,1,INE721A07PF7,
SREIBNPNCD,NU,857.25,857.25,857.25,857.25,857.25,857.25,10,8572.5,29-JAN-2020,2,INE881J08631,
SRTRANSFIN,YB,1020,1020,1020,1020,1020,1020,1,1020,30-JAN-2020,1,INE721A07HL2,
SSINFRA,SM,13.1,13.1,13.1,13.1,13.1,12.55,3000,39300,31-JAN-2020,1,INE182Z01015,
SREINFRA,EQ,10.5,10.5,10.1,10.15,10.3,10.35,409379,4220150.4,29-JAN-2020,633,INE872A01014,
SRTRANSFIN,YH,999.95,999.95,987,991.03,987,987.25,326,322882,30-JAN-2020,17,INE721A07NT3,
SSWL,EQ,765.5,765.5,748.95,754.5,749.35,753.65,2754,2076427.75,31-JAN-2020,216,INE802C01017,
SREINFRA,Y5,990,990,990,990,990,1000,150,148500,29-JAN-2020,4,INE872A07UF8,
SRTRANSFIN,YI,999.95,999.95,999.95,999.95,999.95,999.95,20,19999,30-JAN-2020,2,INE721A07NU1,
STAMPEDE,BE,0.4,0.45,0.35,0.4,0.45,0.4,146995,56150.8,31-JAN-2020,78,INE224E01028,
SREINFRA,Y8,905,905,865,867,867,871.1,441,394343,29-JAN-2020,8,INE872A07UI2,
SRTRANSFIN,YJ,1034.9,1034.9,1033.9,1033.99,1034,1034.9,182,188209.8,30-JAN-2020,9,INE721A07NV9,
STAN,DR,55,57.65,54.35,55.8,55.9,56,2291,125911,31-JAN-2020,34,INE028L21018,
SREINFRA,YH,960,960,958.99,958.99,958.99,920,110,105539.4,29-JAN-2020,3,INE872A07UO0,
SRTRANSFIN,YK,1038,1038,1030,1030.01,1030,1033.9,280,288604,30-JAN-2020,6,INE721A07NW7,
STAR,EQ,462,473.35,462,464.3,462.5,468.85,728957,340642496.4,31-JAN-2020,16169,INE939A01011,
SRF,EQ,3780.95,3803.85,3751,3766.3,3751,3764.85,283928,1072659304,29-JAN-2020,24568,INE647A01010,
SRTRANSFIN,YL,1049,1049,1020,1023.33,1020,1035,175,179725,30-JAN-2020,5,INE721A07NX5,
STARCEMENT,EQ,87.45,89.2,82.25,83.35,83.5,86.85,2189348,186145594.75,31-JAN-2020,2826,INE460H01021,
SRHHYPOLTD,EQ,120,124,118.8,119.35,118.85,120,9751,1195616.5,29-JAN-2020,163,INE917H01012,
SRTRANSFIN,YM,1137.3,1137.3,1137.3,1137.3,1137.3,1137.3,25,28432.5,30-JAN-2020,1,INE721A07NY3,
STARPAPER,EQ,122.7,122.7,118.05,119.6,119,121.55,93032,11186651.3,31-JAN-2020,2017,INE733A01018,
SRIPIPES,EQ,190.25,202,187.5,199.7,201,186.1,171035,33464714.7,29-JAN-2020,3190,INE943C01027,
SRTRANSFIN,YN,1139.48,1140,1119,1140,1140,1139.05,75,85148.6,30-JAN-2020,5,INE721A07NZ0,
STCINDIA,EQ,47.95,47.95,46,46.2,46.1,46.65,9821,456179.55,31-JAN-2020,271,INE655A01013,
SRTRANSFIN,EQ,1087,1121,1084.8,1107.25,1110,1079.85,1311778,1449910904.25,29-JAN-2020,46006,INE721A01013,
SRTRANSFIN,YO,1000,1000,999.95,999.95,999.95,999.95,35,34998.75,30-JAN-2020,2,INE721A07OB9,
STEELCITY,EQ,35.4,35.4,34.2,35,35,34.95,1240,43366.3,31-JAN-2020,14,INE395H01011,
SRTRANSFIN,Y3,1119.6,1119.6,1090,1090,1090,1100,12,13309.6,29-JAN-2020,3,INE721A07GT7,
SRTRANSFIN,YQ,1007.9,1009.9,996.2,1006.86,1008.5,999.38,585,587785.5,30-JAN-2020,10,INE721A07OD5,
STEELXIND,BE,25.9,27.7,25.4,26.75,26.9,26.55,21634,581659.4,31-JAN-2020,83,INE503B01013,
SRTRANSFIN,Y9,1067,1069.5,1065,1065,1065,1068.74,1049,1117357.55,29-JAN-2020,21,INE721A07HJ6,
SRTRANSFIN,YR,1018.3,1018.3,1018.3,1018.3,1018.3,998.39,25,25457.5,30-JAN-2020,1,INE721A07OE3,
STEL,EQ,67.45,68.5,66,66.45,67.4,67.45,2267,152245.35,31-JAN-2020,158,INE577L01016,
SRTRANSFIN,YB,1021.06,1021.06,1020,1020,1020,1021.05,74,75505.44,29-JAN-2020,3,INE721A07HL2,
SRTRANSFIN,YS,1020,1020,1020,1020,1020,1020,25,25500,30-JAN-2020,1,INE721A07OF0,
STERTOOLS,EQ,227.75,227.75,221.6,225.2,225,227.75,12225,2754460.6,31-JAN-2020,1453,INE334A01023,
SRTRANSFIN,YH,999.95,999.95,987.25,987.25,987.25,1002.8,27,26973.25,29-JAN-2020,3,INE721A07NT3,
SRTRANSFIN,YT,1112.75,1112.75,1042.4,1042.4,0.0,1090.24,525,564317.3,30-JAN-2020,9,INE721A07OG8,
STINDIA,EQ,3.9,4.25,3.9,3.9,3.9,4.1,429,1725.6,31-JAN-2020,7,INE090C01019,
SRTRANSFIN,YI,999.95,999.95,999.95,999.95,999.95,994.9,25,24998.75,29-JAN-2020,1,INE721A07NU1,
SRTRANSFIN,YU,1111.99,1111.99,1111.99,1111.99,1111.99,1111.95,25,27799.75,30-JAN-2020,1,INE721A07OH6,
STRTECH,EQ,126,126.9,123.15,124.85,124.9,124.95,807575,100867984.85,31-JAN-2020,8829,INE089C01029,
SRTRANSFIN,YJ,1022,1034.9,1022,1034.9,1034.9,1027,1125,1150130,29-JAN-2020,4,INE721A07NV9,
SRTRANSFIN,YV,999.95,999.95,999.95,999.95,999.95,991,25,24998.75,30-JAN-2020,1,INE721A07OM6,
SUBCAPCITY,BE,8,8,7.65,7.65,7.65,8,2000,15317.5,31-JAN-2020,2,INE845C01016,
SRTRANSFIN,YK,1030,1033.9,1030,1033.9,1033.9,1027.96,225,231847.5,29-JAN-2020,2,INE721A07NW7,
SRTRANSFIN,YW,999.95,999.95,999.95,999.95,999.95,983,25,24998.75,30-JAN-2020,1,INE721A07ON4,
SUBEX,EQ,6.25,6.3,5.95,6.1,6.1,6.3,396292,2420543.2,31-JAN-2020,336,INE754A01014,
SRTRANSFIN,YL,1065,1065,1035,1035,1035,1033.9,1073,1141182.85,29-JAN-2020,5,INE721A07NX5,
SRTRANSFIN,YX,977.95,977.95,977.95,977.95,977.95,965,1,977.95,30-JAN-2020,1,INE721A07OO2,
SUBROS,EQ,252.8,252.8,242,243.85,244.9,250.7,21499,5298219.1,31-JAN-2020,884,INE287B01021,
SRTRANSFIN,YM,1137.3,1137.3,1137.3,1137.3,1137.3,1132.8,25,28432.5,29-JAN-2020,1,INE721A07NY3,
SRTRANSFIN,Z1,1088.3,1088.3,1047.01,1083,1083,1062.75,640,679360.95,30-JAN-2020,18,INE721A07OR5,
SUDARSCHEM,EQ,457.7,468.8,451.6,455.4,454.25,453.75,101003,46408940.35,31-JAN-2020,4400,INE659A01023,
SRTRANSFIN,YN,1139.59,1139.59,1139.05,1139.05,1139.05,1138.48,50,56966,29-JAN-2020,2,INE721A07NZ0,
SRTRANSFIN,Z2,1088.8,1088.8,1088.8,1088.8,1088.8,1089.25,25,27220,30-JAN-2020,1,INE721A07OS3,
SUJANAUNI,BE,0.1,0.2,0.1,0.15,0.15,0.15,182069,27336.7,31-JAN-2020,70,INE216G01011,
SRTRANSFIN,YO,999.95,999.95,999.95,999.95,999.95,999.95,25,24998.75,29-JAN-2020,2,INE721A07OB9,
SRTRANSFIN,Z3,999,999.95,999,999.95,999.95,999.95,25,24984.5,30-JAN-2020,2,INE721A07OY1,
SUMEETINDS,BE,1.75,1.8,1.7,1.7,1.75,1.75,90646,155393.4,31-JAN-2020,58,INE235C01010,
SRTRANSFIN,YP,999.95,999.95,999.95,999.95,999.95,999.95,25,24998.75,29-JAN-2020,1,INE721A07OC7,
SRTRANSFIN,Z6,1036.15,1036.15,1036.15,1036.15,1036.15,1035,25,25903.75,30-JAN-2020,1,INE721A07PB6,
SUMICHEM,BE,239.5,239.95,220.65,228.7,229.85,232.25,257465,59061475.1,31-JAN-2020,2239,INE258G01013,
SRTRANSFIN,YQ,1015.8,1015.8,986,999.38,1000,1015.03,2240,2239362.25,29-JAN-2020,39,INE721A07OD5,
SRTRANSFIN,Z8,1037.45,1037.45,1037.45,1037.45,1037.45,1033.6,20,20749,30-JAN-2020,1,INE721A07PD2,
SUMIT,BE,17.1,17.1,16.25,16.25,16.25,17.1,45,748.25,31-JAN-2020,3,INE748Z01013,
SRTRANSFIN,YR,1019.6,1019.6,998.39,998.39,998.39,1015,150,150791.5,29-JAN-2020,3,INE721A07OE3,
SRTRANSFIN,ZA,1037,1037,1037,1037,1037,1029.95,25,25925,30-JAN-2020,2,INE721A07PF7,
SUMMITSEC,EQ,421,440,417,435.2,433,424.1,663,285812.7,31-JAN-2020,204,INE519C01017,
SRTRANSFIN,YS,1020,1020,1020,1020,1020,1020,25,25500,29-JAN-2020,1,INE721A07OF0,
SRTRANSFIN,ZC,1037.8,1037.8,1030.1,1033.95,1030.1,1030.1,50,51697.5,30-JAN-2020,2,INE721A07PH3,
SUNCLAYLTD,EQ,2270,2279.35,2205.8,2228.9,2205.8,2268.05,772,1730579.55,31-JAN-2020,398,INE105A01035,
SRTRANSFIN,YT,1112.75,1112.75,1090,1090.24,0.0,1096,275,300378.75,29-JAN-2020,7,INE721A07OG8,
SSINFRA,SM,12.55,12.55,12.55,12.55,12.55,12.55,3000,37650,30-JAN-2020,1,INE182Z01015,
SUNDARAM,EQ,1.9,2.05,1.8,1.95,1.95,2,772414,1497087.5,31-JAN-2020,375,INE108E01023,
SRTRANSFIN,YU,1111.95,1111.95,1111.95,1111.95,1111.95,1111.99,25,27798.75,29-JAN-2020,1,INE721A07OH6,
SSWL,EQ,746,758.9,746,753.65,757.7,753.8,1098,826013.35,30-JAN-2020,137,INE802C01017,
SUNDARMFIN,EQ,1651.15,1658.9,1626.5,1641.85,1645,1662.15,18241,29953907.75,31-JAN-2020,2147,INE660A01013,
SRTRANSFIN,YV,999,999.95,990,991,991,999,121,120034.2,29-JAN-2020,5,INE721A07OM6,
STAMPEDE,BE,0.4,0.45,0.4,0.4,0.45,0.4,62678,26317.2,30-JAN-2020,44,INE224E01028,
SUNDARMHLD,EQ,69.95,69.95,67.3,67.65,67.95,69.1,11735,799944.6,31-JAN-2020,248,INE202Z01029,
SRTRANSFIN,YW,999.95,999.95,983,983,983,999.95,525,516578.35,29-JAN-2020,16,INE721A07ON4,
STAN,DR,55.05,57.65,55,56,56,57,369,20473.05,30-JAN-2020,11,INE028L21018,
SUNDRMBRAK,EQ,317.15,322,303.55,314.1,313.9,312.85,2065,651919.7,31-JAN-2020,208,INE073D01013,
SRTRANSFIN,YX,985,985,959.55,965,965.1,985,6672,6435137.95,29-JAN-2020,233,INE721A07OO2,
STAR,EQ,447.9,484.9,447.9,468.85,462.8,446.9,4831089,2289600495.55,30-JAN-2020,84416,INE939A01011,
SUNDRMFAST,EQ,507.2,514.9,507.2,512.8,512,512.45,28675,14669460.3,31-JAN-2020,2088,INE387A01021,
SRTRANSFIN,YY,990,990,987.99,987.99,987.99,985,30,29691.97,29-JAN-2020,5,INE721A07OP9,
STARCEMENT,EQ,88.9,88.95,86.25,86.85,87.2,88.35,56469,4932537.9,30-JAN-2020,990,INE460H01021,
SUNFLAG,EQ,39.95,40.15,38.3,38.65,38.95,39.8,105771,4119736.2,31-JAN-2020,1057,INE947A01014,
SRTRANSFIN,Z1,1084.88,1090,1062.75,1062.75,1062.75,1084,150,161781.75,29-JAN-2020,5,INE721A07OR5,
STARPAPER,EQ,124.95,124.95,120.3,121.55,121.75,124.2,67549,8241024.8,30-JAN-2020,1616,INE733A01018,
SUNPHARMA,EQ,442.6,445.4,432.65,434.3,435.5,442.1,3757229,1644208885.65,31-JAN-2020,61041,INE044A01036,
SRTRANSFIN,Z2,1089.25,1089.25,1089.25,1089.25,1089.25,1089.25,25,27231.25,29-JAN-2020,1,INE721A07OS3,
STCINDIA,EQ,47.1,47.45,45.5,46.65,46.4,47.6,7144,333606.75,30-JAN-2020,167,INE655A01013,
SUNTECK,EQ,400,400.25,392.85,396.2,399,398.3,111014,43997695.8,31-JAN-2020,1765,INE805D01034,
SRTRANSFIN,Z3,999.95,999.95,999.95,999.95,999.95,999.95,25,24998.75,29-JAN-2020,1,INE721A07OY1,
STEELCITY,EQ,35.9,36,34.55,34.95,34.55,35.8,2937,102111.5,30-JAN-2020,30,INE395H01011,
SUNTV,EQ,486.55,490.95,465.6,474.55,470.45,485.95,1555460,748185525.35,31-JAN-2020,16365,INE424H01027,
SRTRANSFIN,Z4,999.95,999.95,999.95,999.95,999.95,999.95,28,27998.6,29-JAN-2020,2,INE721A07OZ8,
STEELXIND,BE,26.25,26.6,26.25,26.55,26.6,27.05,18792,498324.95,30-JAN-2020,62,INE503B01013,
SUPERHOUSE,EQ,92.55,93,89.05,90.6,90.6,94.05,12389,1126784.5,31-JAN-2020,296,INE712B01010,
SRTRANSFIN,Z5,999.95,999.95,999.95,999.95,999.95,999.95,5,4999.75,29-JAN-2020,1,INE721A07PA8,
STEL,EQ,68,69.4,67,67.45,67.6,68.7,6322,426847.85,30-JAN-2020,106,INE577L01016,
SUPERSPIN,BE,3.65,3.8,3.65,3.7,3.7,3.8,3011,11278.5,31-JAN-2020,12,INE662A01027,
SRTRANSFIN,Z6,1036.15,1036.15,1035,1035,1035,1036.15,45,46603.75,29-JAN-2020,2,INE721A07PB6,
STERTOOLS,EQ,221,230.15,221,227.75,227.5,223.5,7485,1693732.65,30-JAN-2020,287,INE334A01023,
SUPPETRO,EQ,181.75,189.9,181.75,185.7,185,189,9922,1850852.7,31-JAN-2020,220,INE663A01017,
SRTRANSFIN,Z7,1037,1037,1037,1037,1037,1037,1,1037,29-JAN-2020,1,INE721A07PC4,
STINDIA,EQ,4.3,4.3,4.1,4.1,4.1,4.3,423,1757.1,30-JAN-2020,7,INE090C01019,
SUPRAJIT,EQ,204,205.05,199.1,204.05,203.75,204.1,86223,17510742.3,31-JAN-2020,3379,INE399C01030,
SSINFRA,SM,12.45,12.7,12.45,12.55,12.7,12.15,6000,75450,29-JAN-2020,2,INE182Z01015,
STRTECH,EQ,129,129,124.1,124.95,125.3,129.1,919963,115784877.9,30-JAN-2020,11097,INE089C01029,
SUPREMEENG,SM,27.05,28.85,27.05,28.85,28.85,28.25,8000,223600,31-JAN-2020,2,INE319Z01013,
SSWL,EQ,776.15,776.15,751.3,753.8,751.55,753.55,1280,965577.7,29-JAN-2020,127,INE802C01017,
SUBCAPCITY,BE,8,8,8,8,8,8.4,2100,16800,30-JAN-2020,2,INE845C01016,
SUPREMEIND,EQ,1372.05,1410,1364.45,1394.3,1401.2,1379.4,106815,147566435.65,31-JAN-2020,7198,INE195A01028,
STAMPEDE,EQ,0.45,0.45,0.35,0.4,0.45,0.4,186684,76349.8,29-JAN-2020,102,INE224E01028,
SUBEX,EQ,6.4,6.4,6.2,6.3,6.3,6.35,640774,4034115.35,30-JAN-2020,275,INE754A01014,
SUPREMEINF,BE,20.1,20.1,20.1,20.1,20.1,21.15,5938,119353.8,31-JAN-2020,17,INE550H01011,
STAN,DR,56,59.45,55.5,57,57,57.5,1019,58025.65,29-JAN-2020,26,INE028L21018,
SUBROS,EQ,257,257,250,250.7,250,257.8,27758,7003598.95,30-JAN-2020,1322,INE287B01021,
SURANASOL,BE,8.95,8.95,8.25,8.75,8.85,8.65,18995,165294.3,31-JAN-2020,62,INE272L01022,
STAR,EQ,450.2,455.05,441.4,446.9,446.1,451.95,1026855,459577668.9,29-JAN-2020,14489,INE939A01011,
SUDARSCHEM,EQ,476,479.9,452,453.75,454.85,477.4,132871,61602265.9,30-JAN-2020,5757,INE659A01023,
SURANAT&P,EQ,4.05,4.05,3.85,3.95,4,3.9,3631,14003.65,31-JAN-2020,14,INE130B01031,
STARCEMENT,EQ,88.5,90.3,88.1,88.35,88.8,87.95,50339,4469813.65,29-JAN-2020,854,INE460H01021,
SUJANAUNI,BE,0.15,0.2,0.1,0.15,0.15,0.15,145801,22488.6,30-JAN-2020,48,INE216G01011,
SURANI,SM,29,29,29,29,29,29.2,4000,116000,31-JAN-2020,2,INE01ZJ01015,
